date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:02:48	4558/4558	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:34%20GMT	http://www.mathewmason.com/projects.php?month=10&year=2008	site/projects615c.html	(from http://www.mathewmason.com/projects.php)
14:02:52	8656/8656	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:29%20GMT	http://www.mathewmason.com/projects.php?month=12&year=2008	site/projectsd629.html	(from http://www.mathewmason.com/projects.php)
14:02:53	4478/4478	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:46%20GMT	http://www.mathewmason.com/projects.php?month=5&year=2008	site/projects5e35.html	(from http://www.mathewmason.com/projects.php)
14:02:54	3668/3668	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:48%20GMT	http://www.mathewmason.com/projects.php?month=4&year=2008	site/projects52de.html	(from http://www.mathewmason.com/projects.php)
14:02:59	4358/4358	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:45%20GMT	http://www.mathewmason.com/projects.php?month=7&year=2008	site/projects6fe4.html	(from http://www.mathewmason.com/projects.php)
14:03:10	5445/5445	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:52%20GMT	http://www.mathewmason.com/projects.php?month=2&year=2008	site/projects80df.html	(from http://www.mathewmason.com/projects.php)
14:03:11	6007/6007	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:53%20GMT	http://www.mathewmason.com/projects.php?month=1&year=2008	site/projectsd342.html	(from http://www.mathewmason.com/projects.php)
14:03:13	4605/4605	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:59%20GMT	http://www.mathewmason.com/projects.php?month=9&year=2007	site/projectseade.html	(from http://www.mathewmason.com/projects.php)
14:03:15	7444/7444	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:54%20GMT	http://www.mathewmason.com/projects.php?month=11&year=2007	site/projects7d26.html	(from http://www.mathewmason.com/projects.php)
14:03:19	5400/5400	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:11%20GMT	http://www.mathewmason.com/projects.php?month=6&year=2007	site/projects695d.html	(from http://www.mathewmason.com/projects.php)
14:03:25	3658/3658	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:10%20GMT	http://www.mathewmason.com/projects.php?month=8&year=2007	site/projects6f2a.html	(from http://www.mathewmason.com/projects.php)
14:03:27	3983/3983	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:13%20GMT	http://www.mathewmason.com/projects.php?type=Audio	site/projects84f5.html	(from http://www.mathewmason.com/projects.php)
14:03:29	3539/3539	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:15%20GMT	http://www.mathewmason.com/projects.php?type=Graphics	site/projects8bdb.html	(from http://www.mathewmason.com/projects.php)
14:03:32	3840/3840	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:19%20GMT	http://www.mathewmason.com/projects.php?type=Video	site/projectsf6c9.html	(from http://www.mathewmason.com/projects.php)
14:03:39	3699/3699	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:27%20GMT	http://www.mathewmason.com/index.php?id=16&month=12&year=2008	site/indexee97.html	(from http://www.mathewmason.com/index.php?month=12&year=2008)
14:03:41	3699/3699	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:29%20GMT	http://www.mathewmason.com/index.php?month=12&year=2008&month=12&year=2008	site/index3490.html	(from http://www.mathewmason.com/index.php?month=12&year=2008)
14:03:42	4821/4821	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:25%20GMT	http://www.mathewmason.com/projects.php?type=Web	site/projects59a0.html	(from http://www.mathewmason.com/projects.php)
14:03:43	3817/3817	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:32%20GMT	http://www.mathewmason.com/index.php?id=15&month=11&year=2008	site/indexdaa7.html	(from http://www.mathewmason.com/index.php?month=11&year=2008)
14:03:49	4200/4200	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:43%20GMT	http://www.mathewmason.com/index.php?id=13&month=9&year=2008	site/indexc24c.html	(from http://www.mathewmason.com/index.php?month=9&year=2008)
14:03:50	3817/3817	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:39%20GMT	http://www.mathewmason.com/index.php?month=11&year=2008&month=11&year=2008	site/index1212.html	(from http://www.mathewmason.com/index.php?month=11&year=2008)
14:03:52	3373/3373	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:41%20GMT	http://www.mathewmason.com/index.php?id=14&month=10&year=2008	site/indexc6dc.html	(from http://www.mathewmason.com/index.php?month=10&year=2008)
14:03:53	3373/3373	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:42%20GMT	http://www.mathewmason.com/index.php?month=10&year=2008&month=10&year=2008	site/index1415.html	(from http://www.mathewmason.com/index.php?month=10&year=2008)
14:03:54	4200/4200	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:49%20GMT	http://www.mathewmason.com/index.php?month=9&year=2008&month=9&year=2008	site/index4379.html	(from http://www.mathewmason.com/index.php?month=9&year=2008)
14:04:03	5510/5510	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:54%20GMT	http://www.mathewmason.com/index.php?month=8&year=2008&month=8&year=2008	site/index39af.html	(from http://www.mathewmason.com/index.php?month=8&year=2008)
14:04:04	3657/3657	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:50%20GMT	http://www.mathewmason.com/index.php?id=12&month=8&year=2008	site/indexd137.html	(from http://www.mathewmason.com/index.php?month=8&year=2008)
14:04:05	4101/4101	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:52%20GMT	http://www.mathewmason.com/index.php?id=9&month=8&year=2008	site/index59c3.html	(from http://www.mathewmason.com/index.php?month=8&year=2008)
14:04:06	3662/3662	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:03:53%20GMT	http://www.mathewmason.com/index.php?id=8&month=8&year=2008	site/indexc259.html	(from http://www.mathewmason.com/index.php?month=8&year=2008)
